Missile	Id	pCltDoFunc	pCltHitFunc	pSrvDoFunc	pSrvHitFunc	pSrvDmgFunc	SrvCalc1	*srv calc 1 desc	Param1	*param1 desc	Param2	*param2 desc	Param3	*param3 desc	Param4	*param4 desc	Param5	*param5 desc	CltCalc1	*client calc 1 desc	CltParam1	*client param1 desc	CltParam2	*client param2 desc	CltParam3	*client param3 desc	CltParam4	*client param4 desc	CltParam5	*client param5 desc	SHitCalc1	*server hit calc 1 desc	sHitPar1	*server hit param1 desc	sHitPar2	*server hit param2 desc	sHitPar3	*server hit param3 desc	CHitCalc1	*client hit calc1 desc	cHitPar1	*client hit param1 desc	cHitPar2	*client hit param2 desc	cHitPar3	*client hit param3 desc	DmgCalc1	*damage calc 1	dParam1	*damage param1 desc	dParam2	*damage param2 desc	Vel	MaxVel	VelLev	Accel	Range	LevRange	Light	Flicker	Red	Green	Blue	InitSteps	Activate	LoopAnim	CelFile	animrate	AnimLen	AnimSpeed	RandStart	SubLoop	SubStart	SubStop	CollideType	CollideKill	CollideFriend	LastCollide	Collision	ClientCol	ClientSend	NextHit	NextDelay	xoffset	yoffset	zoffset	Size	SrcTown	CltSrcTown	CanDestroy	ToHit	AlwaysExplode	Explosion	Town	NoUniqueMod	NoMultiShot	Holy	CanSlow	ReturnFire	GetHit	SoftHit	KnockBack	Trans	Qty	Pierce	SpecialSetup	MissileSkill	Skill	ResultFlags	HitFlags	HitShift	ApplyMastery	SrcDamage	Half2HSrc	SrcMissDmg	MinDamage	MinLevDam1	MinLevDam2	MinLevDam3	MinLevDam4	MinLevDam5	MaxDamage	MaxLevDam1	MaxLevDam2	MaxLevDam3	MaxLevDam4	MaxLevDam5	DmgSymPerCalc	EType	EMin	MinELev1	MinELev2	MinELev3	MinELev4	MinELev5	Emax	MaxELev1	MaxELev2	MaxELev3	MaxELev4	MaxELev5	EDmgSymPerCalc	ELen	ELevLen1	ELevLen2	ELevLen3	HitClass	NumDirections	LocalBlood	DamageRate	TravelSound	HitSound	ProgSound	ProgOverlay	ExplosionMissile	SubMissile1	SubMissile2	SubMissile3	HitSubMissile1	HitSubMissile2	HitSubMissile3	HitSubMissile4	CltSubMissile1	CltSubMissile2	CltSubMissile3	CltHitSubMissile1	CltHitSubMissile2	CltHitSubMissile3	CltHitSubMissile4	EOL
ml307	307	29		1																	25	firewall frequency	7	screen shake seconds																																	350										null	1024	2	16											1											1	1			1															8																																					1			so0	so0	so0										ml310	ml308	ml312					0
ml308	308	27		1																	4	retarget frame																															8	8			50		8		255	178	64			1	groundFireSmall	1024	2	16		1	1	2				1		1	1						1											1					1								8																																				32	1			so0	so0	so0										ml309							0
ml309	309	5		1																																																					25		5	4	255	178	64				groundFireSmall	1024	37	16		1	12	36					1		1						1											1					1								8																																				32	1			so0	so0	so0																	0
ml310	310	5		1																																																					25		5	4	255	178	64				groundFireMedium	1024	37	16		1	12	36					1		1						1											1					1								8																																				32	1			so450	so0	so451										ml311							0
ml311	311	1		1																	-30	z offset	6	z vel max	3	z accel																															15				192	128	128				AndarielFlameDeath	1024	15	16																						1	1			1							1								8																																					1			so450	so0	so0																	0
ml312	312	1	19	1																	200	fall distance	25	fall speed																																	8										CeilingChunkFall01	1024	1	16																						1	1			1															8																																					1			so0	so0	so0										ml314			ml315	ml319			0
ml313	313	1	19	1																	200	fall distance	25	fall speed																																	8										CeilingChunkFall02	1024	1	16																						1	1			1															8																																					1			so0	so0	so0													ml315	ml319			0
ml314	314	1	19	1																	200	fall distance	25	fall speed																																	8										CeilingChunkFall03	1024	1	16																						1	1			1															8																																					1			so0	so0	so0													ml315	ml319			0
ml315	315	1		1																																																					11										CeilingChunkVanish01	1024	11	16																						1	1			1															8																																					1			so453	so0	so0																	0
ml316	316	1		1																																																					11										CeilingChunkVanish02	1024	11	16																						1	1			1															8																																					1			so453	so0	so0																	0
ml317	317	11		1																																																					11										CeilingChunkRemain01	1024	11	16																						1	1			1															8																																					1			so453	so0	so0																	0
ml318	318	11		1																																																					11										CeilingChunkRemain02	1024	11	16																						1	1			1															8																																					1			so453	so0	so0																	0
ml319	319	11		1																																																					11										CeilingChunkRemain03	1024	11	16																						1	1			1															8																																					1			so453	so0	so0																	0
ml320	320	8		1																	3	Subloops																															32	32			40		8		178	178	255	1		2	null	1024	2	16					3			1		1							2											1	1	1			1						4		8		128																ltng																		64	1			so433	so0	so0										ml99							0
ml321	321	1		1																																																	8	64		1	92		4		64	255	64	16			poisonNova	1024	30	16					3	1		1	1	1							1											1	1	1			1						4																				pois	6	6	6	6	6	6	16	6	6	6	6	6		800					32			so2595	so0	so0																	0
ml322	322	2																																																							128				255	255	255				SandMaggotDirtPile	1024	1	16								1									1											1													8																																					8			so0	so0	so0																	0
ml323	323	1		1																																																	20	20			40		9		255	255	255	1		1	SkullPoison	1024	12	16					3	1		1		1							1											1	1	1			1						4																				pois	10	12	14	14	14	14	10	12	14	14	14	14		350					16			so438	so0	so0																	0
ml324	324	1		1																																																	20	20			40		9		255	255	255	1		1	SkullFire	1024	12	16					3	1		1		1							1											1	1	1			1						4		8																		fire	9	12	14	16	16	16	18	12	14	16	16	16							8			so426	so2419	so0																	0
ml325	325	1		1																																																	20	20			40		9		255	255	255	1		1	SkullIce	1024	12	16					3	1		1		1							1											1	1	1			1						4		8																		cold	7	12	14	16	16	16	14	12	14	16	16	16		40					16			so430	so2430	so0																	0
ml326	326	1		1																																																	20	20			40		9		255	255	255	1		1	SkullUnholy	1024	12	16					3	1		1		1							1											1	1	1			1						4		8					7	10	10	11	11	11	11	10	10	11	11	11																					16			so438	so0	so0																	0
ml327	327	1	10	1	1																																																				12				255	255	255				BoneSpiritExplode	1024	13	16																										1		1					1																																													1			so0	so0	so0																	0
ml328	328	1		1																																																					25				255	255	255				DopplezonExplode	1024	25	16																										1		1					1																																													1			so0	so0	so0																	0
ml329	329	7	13	7	10				5	Retarget Frame											5	Retarget Frame																															12	12			128		3		255	255	255	1		1	BoneSpirit	1024	8	16					3	1				1						-30	1					1						1	1	1			1						4		8																		mag	10	9	9	9	9	9	15	9	9	9	9	9							8			so419	so2384	so0		ml327															0
ml330	330	1		1																																																					128	1			255	255	255				Mist_fade	1024	14	16																												1					1								8																																					1			so0	so0	so0																	0
ml331	331	5		5																																																					1000	1	5		255	178	64			1	groundFireSmall	1024	37	16		1	12	36	3												1											1					1								1																		fire	3	4	4	4	4	4	5	4	4	4	4	4							1		41	so2577	so0	so0																	0
ml332	332	30		18	33				150	start delay	2	spawn interval divisor	5	radius							150	start delay	2	spawn interval divisor	5	radius																															400	1	15		192	192	255				null	1024	2	16																						1						1					1								8																																					1			so0	so0	so0										ml292							0
ml333	333	1		1																																																					22				255	255	255				meteorlavaburst	1024	11	16																																									8																																					1			so0	so0	so0																	0
ml334	334	1		1																																																					22				255	255	255				meteorlavaburst2	1024	11	16																																	1								8																																					1			so0	so0	so0																	0
ml335	335	1		1																																																					50				255	255	255			1	meteorlavaup	1024	9	16																																	1								8																																					1			so0	so0	so0																	0
ml336	336	1	36	1	13																												5	radius	1	length (does nothing)					5	radius	25	variable duration	75	density											225		5		255	255	255			1	meteorlavadown	1024	9	16																						1										1	1						9		8																		fire	5	5	5	5	5	5	15	5	5	5	5	5							1			so0	so0	so0													ml69	ml104	ml105		0
ml337	337	1		1																																																					225		5		255	255	255			1	meteorlavarock	1024	9	16																																									8																																					1			so0	so0	so0																	0
ml338	338	31		1																																																					440				255	255	255			1	HoradricStaff	1024	8	16																												1					1								8																																					1			so39	so0	so0																	0
ml339	339	1		1																																																	20	20			30		3		255	255	255			1	LightningStrike	1024	8	16																												1					1								8																																				64	32			so433	so0	so0																	0
ml340	340	1		1																																																					225		2		255	255	255			1	HoradricLightBeamstreaks	1024	1	16																												1					1								8																																					32			so40	so0	so0																	0
ml341	341	1		1																																																	14	14			200		2		255	64	64	1		1	SlugMissile	1024	12	16					3	1		1		1							1					1						1	1	1			1						4		8					25	15	15	15	15	15	55	15	15	15	15	15																				176	8	1		so1953	so0	so0		ml342															0
ml342	342	1		1																																																					12		13		255	64	64				Slug Missile Explode	1024	12	16						1		1									1						1			1				1			1						4		8																																					1	1		so0	so0	so0																	0
