Id	hcIdx	BaseId	NextInClass	TransLvl	NameStr	MonStatsEx	MonProp	MonType	AI	DescStr	Code	enabled	rangedtype	placespawn	spawn	spawnx	spawny	spawnmode	minion1	minion2	SetBoss	BossXfer	PartyMin	PartyMax	MinGrp	MaxGrp	sparsePopulate	Velocity	Run	Rarity	Level	Level(N)	Level(H)	MonSound	UMonSound	threat	aidel	aidel(N)	aidel(H)	aidist	aidist(N)	aidist(H)	aip1	aip1(N)	aip1(H)	aip2	aip2(N)	aip2(H)	aip3	aip3(N)	aip3(H)	aip4	aip4(N)	aip4(H)	aip5	aip5(N)	aip5(H)	aip6	aip6(N)	aip6(H)	aip7	aip7(N)	aip7(H)	aip8	aip8(N)	aip8(H)	MissA1	MissA2	MissS1	MissS2	MissS3	MissS4	MissC	MissSQ	Align	isSpawn	isMelee	npc	interact	inventory	inTown	lUndead	hUndead	demon	flying	opendoors	boss	primeevil	killable	switchai	noAura	nomultishot	neverCount	petIgnore	deathDmg	genericSpawn	zoo	SendSkills	Skill1	Sk1mode	Sk1lvl	Skill2	Sk2mode	Sk2lvl	Skill3	Sk3mode	Sk3lvl	Skill4	Sk4mode	Sk4lvl	Skill5	Sk5mode	Sk5lvl	Skill6	Sk6mode	Sk6lvl	Skill7	Sk7mode	Sk7lvl	Skill8	Sk8mode	Sk8lvl	Drain	Drain(N)	Drain(H)	coldeffect	coldeffect(N)	coldeffect(H)	ResDm	ResMa	ResFi	ResLi	ResCo	ResPo	ResDm(N)	ResMa(N)	ResFi(N)	ResLi(N)	ResCo(N)	ResPo(N)	ResDm(H)	ResMa(H)	ResFi(H)	ResLi(H)	ResCo(H)	ResPo(H)	DamageRegen	SkillDamage	noRatio	NoShldBlock	ToBlock	ToBlock(N)	ToBlock(H)	Crit	minHP	maxHP	AC	Exp	A1MinD	A1MaxD	A1TH	A2MinD	A2MaxD	A2TH	S1MinD	S1MaxD	S1TH	MinHP(N)	MaxHP(N)	AC(N)	Exp(N)	A1MinD(N)	A1MaxD(N)	A1TH(N)	A2MinD(N)	A2MaxD(N)	A2TH(N)	S1MinD(N)	S1MaxD(N)	S1TH(N)	MinHP(H)	MaxHP(H)	AC(H)	Exp(H)	A1MinD(H)	A1MaxD(H)	A1TH(H)	A2MinD(H)	A2MaxD(H)	A2TH(H)	S1MinD(H)	S1MaxD(H)	S1TH(H)	El1Mode	El1Type	El1Pct	El1MinD	El1MaxD	El1Dur	El1Pct(N)	El1MinD(N)	El1MaxD(N)	El1Dur(N)	El1Pct(H)	El1MinD(H)	El1MaxD(H)	El1Dur(H)	El2Mode	El2Type	El2Pct	El2MinD	El2MaxD	El2Dur	El2Pct(N)	El2MinD(N)	El2MaxD(N)	El2Dur(N)	El2Pct(H)	El2MinD(H)	El2MaxD(H)	El2Dur(H)	El3Mode	El3Type	El3Pct	El3MinD	El3MaxD	El3Dur	El3Pct(N)	El3MinD(N)	El3MaxD(N)	El3Dur(N)	El3Pct(H)	El3MinD(H)	El3MaxD(H)	El3Dur(H)	TreasureClass1	TreasureClass2	TreasureClass3	TreasureClass4	TreasureClass1(N)	TreasureClass2(N)	TreasureClass3(N)	TreasureClass4(N)	TreasureClass1(H)	TreasureClass2(H)	TreasureClass3(H)	TreasureClass4(H)	TCQuestId	TCQuestCP	SplEndDeath	SplGetModeChart	SplEndGeneric	SplClientEnd	*eol
ms526	526	ms526			Nihlathak	ms526		mt4	ma128		XU	1													1	1		7	7		65	70	92	mo89	mo89	14	15	15	15				30	30	30	20	20	20	80	80	80	75	75	75	8	8	8																				1										1		1	1									sk330	A1	1	sk295	A2	1	sk351	A1	1	sk323	mq46	20	sk302	A1	1										100	100	100	-50	-40	-33					70	70					70	70		25	33	33	70	70					50	50	50	5	191	191	126	277										191	191	110	277										573	573	110	277																																																				Nihlathak	Nihlathak	Nihlathak		Nihlathak (N)	Nihlathak (N)	Nihlathak (N)		Nihlathak (H)	Nihlathak (H)	Nihlathak (H)								0
ms527	527	ms527			Drehya	ms527		mt4	ma31		XS	1													1	1		2	2					mo81	mo81		15	15	15																																				1		1	1	1											1																																																									2																																																																																																											0
ms528	528	ms528			Evil hut	ms528		mt0	ma129		2T	1			ms492	2	5	NU							1	1	40				30	53	81	mo49	mo49	10	15	15	15				80	80	80				15	15	15																									1													1	1									sk167	mq45	1																														50	70	70				70	70	70				70	70	70										284	475	63	123										330	400	50	123										330	400	50	123																																																																					1	0
ms529	529	ms529	ms530		Death Mauler1	ms529		mt57	ma130		m5	1													4	5		4	4	1	32	58	80	mo42	mo42	10	15	15	15				75	75	75	65	65	65	15	15	15	50	50	50																						1													1	1						1			sk308	mq44	1																						100	85	75	-50	-40	-33									25	50	25		33		50	100	50		2				50	50	50	5	123	152	126	153	51	76	251							115	145	95	105	75	140	115							115	145	95	105	75	140	115																																																	Act 5 H2H A	Act 5 Champ A	Act 5 Unique A		Act 5 (N) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A								0
ms530	530	ms529	ms531	1	Death Mauler2	ms530		mt57	ma130		m5	1													4	5		4	4	1	35	59	81	mo42	mo42	10	15	15	15				75	75	75	65	65	65	18	18	18	60	60	60																						1													1	1						1			sk308	mq44	2																						100	85	75	-50	-40	-33													33		50	100	50		2				50	50	50	5	124	152	126	166	51	78	251							115	145	95	105	75	140	115							115	145	95	105	75	140	115																																																	Act 5 H2H A	Act 5 Champ A	Act 5 Unique A		Act 5 (N) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A								0
ms531	531	ms529	ms532	2	Death Mauler3	ms531		mt57	ma130		m5	1													4	5		5	5	1	38	60	81	mo42	mo42	10	15	15	15				75	75	75	65	65	65	19	19	19	70	70	70																						1													1	1						1			sk308	mq44	3																						100	85	75	-50	-40	-33													33		50	50	135		2				50	50	50	5	124	152	126	180	51	76	251							115	145	95	105	75	140	115							115	145	95	105	75	140	115																																																	Act 5 H2H B	Act 5 Champ B	Act 5 Unique B		Act 5 (N) H2H B	Act 5 (N) Champ B	Act 5 (N) Unique B		Act 5 (H) H2H B	Act 5 (H) Champ B	Act 5 (H) Unique B								0
ms532	532	ms529	ms533	3	Death Mauler4	ms532		mt57	ma130		m5	1													4	5		5	5	1	40	61	82	mo42	mo42	10	15	15	15				75	75	75	65	65	65	20	20	20	80	80	80																						1													1	1						1			sk308	mq44	4																						100	85	75	-50	-40	-33													100		25	25	25		2				50	50	50	5	124	152	126	191	53	77	251							115	145	95	105	75	140	115							115	145	95	105	75	140	115																																																	Act 5 H2H B	Act 5 Champ B	Act 5 Unique B		Act 5 (N) H2H B	Act 5 (N) Champ B	Act 5 (N) Unique B		Act 5 (H) H2H B	Act 5 (H) Champ B	Act 5 (H) Unique B								0
ms533	533	ms529	ms604	4	Death Mauler5	ms533		mt57	ma130		m5	1													4	5		6	6	1	41	62	83	mo42	mo42	10	15	15	15				75	75	75	65	65	65	21	21	21	90	90	90																						1													1	1						1			sk308	mq44	5																						100	85	75	-50	-40	-33													33		50	50	145		2				50	50	50	5	123	152	126	196	51	74	251							115	145	95	105	75	140	115							115	145	95	105	75	140	115																																																	Act 5 H2H C	Act 5 Champ C	Act 5 Unique C		Act 5 (N) H2H C	Act 5 (N) Champ C	Act 5 (N) Unique C		Act 5 (H) H2H C	Act 5 (H) Champ C	Act 5 (H) Unique C								0
ms534	534	ms534			POW	ms534		mt4	ma131		0A	1													1	1		4	7		40	55	73	mo81	mo81	1	15	15	15																																				1	1	1				1								1	1																																	100	100	100	-50	-50	-50		50	50	50	50	50		50	50	50	50	50		50	50	50	50	50	3							5	946	1324	84											1100	1400	95											1100	1400	95																																																																							0
ms535	535	ms535	ms536		Act 5 Townguard	ms535		mt4	ma32		0A	1													1	1		5	14		30	55	73	mo2	mo2	11	15	15	15																																				1	1	1				1					1			1	1			1																														100	100	100	-50	-50	-50						70																				5																																																																																																				0
ms536	536	ms535		1	Act 5 Townguard	ms536		mt4	ma32		0A	1													1	1		5	14		30	55	73	mo2	mo2	11	15	15	15																																				1	1	1				1					1			1	1			1																														100	100	100	-50	-50	-50																										5																																																																																																				0
ms537	537	ms537	ms538		Ancient Statue 1	ms537		mt0	ma132		0G	1			ms540		2	NU							1	1		5	14		40	70	90	mo0	mo0		15	15	15																																				1		1	1	1														1						sk302	A1	1																																																																																																																																																									0
ms538	538	ms537	ms539	1	Ancient Statue 2	ms538		mt0	ma132		0H	1			ms541		2	NU							1	1		5	14		40	70	90	mo0	mo0		15	15	15																																				1		1	1	1														1						sk302	A1	1																																																																																																																																																									0
ms539	539	ms537		2	Ancient Statue 3	ms539		mt0	ma132		0I	1			ms542		2	NU							1	1		5	14		40	70	90	mo0	mo0		15	15	15																																				1		1	1	1														1						sk302	A1	1																																																																																																																																																									0
ms540	540	ms540	ms541		Ancient Barbarian 1	ms540		mt4	ma133		0D	1													1	1		10	10		37	68	87	mo4	mo4	10	15	13	11				15	15	15	25	25	25	75	75	75	8	8	8																							1												1										sk425	mq47	15																						100	100	100				70		70			70	70		70			70	40		110	50	50	50								5	500	600	84		9	14	251	9	14	251				600	800	125		4	7	250	4	7	250				800	1000	125		4	7	250	4	7	250																																																																0
ms541	541	ms540	ms542	1	Ancient Barbarian 2	ms541		mt4	ma133		0F	1													1	1		10	10		37	68	87	mo4	mo4	10	15	13	11				15	15	15	50	50	50	25	25	25	25	25	25	7	7	7										ml525										1												1										sk426	SC	5																						100	100	100	-25	-25	-15				70	70					70	70		40		50	100	70	50								5	500	600	84		9	14	251							600	800	125		4	7	250							800	1000	125		4	7	250																																																																			0
ms542	542	ms540		2	Ancient Barbarian 3	ms542		mt4	ma133		0E	1													1	1		10	10		37	68	87	mo4	mo4	10	15	13	11				15	15	15	50	50	50	75	75	75																										1												1										sk412	mq51	5																						100	100	100				70		70			70	70		70			70	40		70	50	150	50								5	500	600	84		9	14	251	9	14	251				600	800	125		4	7	250	4	7	250				800	1000	125		4	7	250	4	7	250																																																																0
ms543	543	ms543			Baal Throne	ms543		mt2	ma134		41	1													1	1		6	6		60	70	90	mo7	mo7		15	15	15				25	25	25																																							1															sk427	S3	5	sk285	S3	1	sk309	S3	3	sk310	S3	3																					33	33	33	50			50	50	50	50	50		50	50	50	50					50	50	50	5	6336	6336	87	6333	76	111	125	111	179	101				6336	6336	150	6333	75	120	125	110	180	125				6336	6336	150	6333	75	120	125	110	180	125																																																													1			0
ms544	544	ms544	ms709		Baal Crab	ms544		mt2	ma135		42	1													1	1		6	6		60	75	99	mo8	mo8	14	15	13	12																																													1		1	1		1										sk316	S3	1	sk317	mq55	1	sk315	S2	1	sk318	A1	1	sk329	A1	1	sk309	S3	3	sk310	S3	3				100	50	20	-15	-15	-15			33	33	33	50			50	50	50	50	50		50	50	50	50				1	40	45	55	5	6336	6336	87	6460	106	179	251	136	271	376				6336	6336	150	6460	120	180	250	135	240	250				6336	6336	150	6460	150	190	250	165	240	250				A1	fire					100	100	150		100	120	200		A2	frze					100	100	160	500	100	120	160	1000															Baal	Baal	Baal	Baalq	Baal (N)	Baal (N)	Baal (N)	Baalq (N)	Baal (H)	Baal (H)	Baal (H)	Baalq (H)	40			1			0
ms545	545	ms545			Baal Taunt	ms545		mt2	ma136		K9	1													1	1		12	12			33	66	mo0	mo0		15	15	15				3	3	3	10	10	10	20	20	20																									1																	1						sk284	A1	1																																														2																																																																																																											0
ms546	546	ms546	ms547		Putrid Defiler1	ms546		mt58	ma137		45	1													1	1		6	6	1	35	61	80	mo93	mo93	10	15	15	15				15	15	15	5	5	5																												1	1							1	1	1	1		1										sk300	S1	1																						100	85	75	-50	-40	-33			33	33	33	50			50	50	50	50			50	50	50	100	2				50	50	50	5	114	189	126	149	32	91	126							80	130	65	110	30	90	110							80	130	65	110	30	90	110																																																	Act 5 Cast A	Act 5 Champ A	Act 5 Unique A		Act 5 (N) Cast A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) Cast A	Act 5 (H) Champ A	Act 5 (H) Unique A					1			0
ms547	547	ms546	ms548	1	Putrid Defiler2	ms547		mt58	ma137		45	1													1	1		6	6	1	37	62	81	mo93	mo93	10	15	15	15				15	15	15	5	5	5																												1	1							1	1	1	1		1										sk300	S1	1																						100	85	75	-50	-40	-33			33	33	33	50			50	50	50	50			50	50	50	105	2				50	50	50	5	114	190	126	157	31	92	126							80	130	65	110	30	90	110							80	130	65	110	30	90	110																																																	Act 5 Cast A	Act 5 Champ A	Act 5 Unique A		Act 5 (N) Cast A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) Cast A	Act 5 (H) Champ A	Act 5 (H) Unique A					1			0
ms548	548	ms546	ms549	2	Putrid Defiler3	ms548		mt58	ma137		45	1													1	1		6	6	1	38	63	82	mo93	mo93	10	15	15	15				15	15	15	5	5	5																												1	1							1	1	1	1		1										sk300	S1	1																						100	85	75	-50	-40	-33			33	33	33	50			50	50	50	50			50	50	50	110	2				50	50	50	5	115	190	126	162	30	88	125							80	130	65	110	30	90	110							80	130	65	110	30	90	110																																																	Act 5 Cast B	Act 5 Champ B	Act 5 Unique B		Act 5 (N) Cast B	Act 5 (N) Champ B	Act 5 (N) Unique B		Act 5 (H) Cast B	Act 5 (H) Champ B	Act 5 (H) Unique B					1			0
ms549	549	ms546	ms550	3	Putrid Defiler4	ms549		mt58	ma137		45	1													1	1		6	6	1	39	64	83	mo93	mo93	10	15	15	15				15	15	15	5	5	5																												1	1							1	1	1	1		1										sk300	S1	1																						100	85	75	-50	-40	-33			33	33	33	50			50	50	50	50			50	50	50	115	2				50	50	50	5	114	189	126	166	29	89	126							80	130	65	110	30	90	110							80	130	65	110	30	90	110																																																	Act 5 Cast B	Act 5 Champ B	Act 5 Unique B		Act 5 (N) Cast B	Act 5 (N) Champ B	Act 5 (N) Unique B		Act 5 (H) Cast B	Act 5 (H) Champ B	Act 5 (H) Unique B					1			0
ms550	550	ms546		4	Putrid Defiler5	ms550		mt58	ma137		45	1													1	1		6	6	1	40	65	84	mo93	mo93	10	15	15	15				15	15	15	5	5	5																												1	1							1	1	1	1		1										sk300	S1	1																						100	85	75	-50	-40	-33			33	33	33	50			50	50	50	50			50	50	50	120	2				50	50	50	5	114	190	126	171	33	93	125							80	130	65	110	30	90	110							80	130	65	110	30	90	110																																																	Act 5 Cast B	Act 5 Champ B	Act 5 Unique B		Act 5 (N) Cast B	Act 5 (N) Champ B	Act 5 (N) Unique B		Act 5 (H) Cast B	Act 5 (H) Champ B	Act 5 (H) Unique B					1			0
ms551	551	ms551	ms552		Pain Worm1	ms551		mt43	ma69		46	1													2	2		8	10	1	34	61	80	mo129	mo129	10	15	14	13				80	85	90	10	10	10	80	85	90																									1	1							1					1	1																																	100	85	75	-50	-40	-33															100		50		2				44	44	44	5	65	106	84	5	28	60	125							35	65	85	5	30	60	80							35	65	85	5	30	60	80																																																																			0
ms552	552	ms551	ms553	1	Pain Worm2	ms552		mt43	ma69		46	1													2	2		8	10	1	35	62	81	mo129	mo129	10	15	14	13				80	85	90	10	10	10	80	85	90																									1	1							1					1	1																																	100	85	75	-50	-40	-33																100	50		2				46	46	46	5	64	106	84	5	32	60	126							35	65	85	5	30	60	80							35	65	85	5	30	60	80																																																																			0
ms553	553	ms551	ms554	2	Pain Worm3	ms553		mt43	ma69		46	1													2	2		8	10	1	36	63	82	mo129	mo129	10	15	14	13				80	85	90	10	10	10	80	85	90																									1	1							1					1	1																																	100	85	75	-50	-40	-33																	140		2				47	47	47	5	65	106	84	5	31	61	125							35	65	85	5	30	60	80							35	65	85	5	30	60	80																																																																			0
ms554	554	ms551	ms555	3	Pain Worm4	ms554		mt43	ma69		46	1													2	2		8	10	1	37	64	83	mo129	mo129	10	15	14	13				80	85	90	10	10	10	80	85	90																									1	1							1					1	1																																	100	85	75	-50	-40	-33																	50	100	2				48	48	48	5	65	107	84	5	31	61	126							35	65	85	5	30	60	80							35	65	85	5	30	60	80																																																																			0
ms555	555	ms551		4	Pain Worm5	ms555		mt43	ma69		46	1													2	2		8	10	1	42	65	84	mo129	mo129	10	15	14	13				80	85	90	10	10	10	80	85	90																									1	1							1					1	1																																	100	85	75	-50	-40	-33																	150		2				50	50	50	5	64	106	84	6	31	62	125							35	65	85	5	30	60	80							35	65	85	5	30	60	80																																																																			0
ms556	556	ms556			dummy	ms556		mt0	ma1		48	1													3	3		2	2	1				mo26	mo26		15	15	15																																						1				1									1																																																									2																																																																																																											0
ms557	557	ms557			Council Member	ms557	mp7	mt46	ma85		HP	1													1	1		10	12		40	68	93	mo35	mo35	11	15	14	13				65	65	65	20	25	25	125	100	75	45	50	50	80	80	80	9	9	9	12	12	12	30	30	30			ml343							1								1		1			1	1									sk421	S1	4	sk179	S1	4																			100	75	50	-50	-40	-33																							39	39	39	5	190	379	84	225	53	121	93							220	270	100	225	70	150	135							220	270	100	225	70	150	135																																																	Act 5 H2H B	Act 5 Champ B	Act 5 Unique B		Act 5 (N) H2H B	Act 5 (N) Champ B	Act 5 (N) Unique B		Act 5 (H) H2H C	Act 5 (H) Champ B	Act 5 (H) Unique B								0
ms558	558	ms558			VenomLord	ms558		mt47	ma89		DM	1													2	3		10	16		40	68	93	mo82	mo82	10	15	14	13				60	75	90	50	60	65	80	95	97	70	70	70	70	70	70	75	60	45									ml60							1								1		1			1	1									sk319	S1	4																						100	75	50	-50	-40	-33			70			70			80			100			95			120	2				50	50	50	5	190	379	101	239	57	97	125							300	350	100	239	100	180	200							300	350	100	239	100	180	200																																																	Act 5 H2H B	Act 5 Champ B	Act 5 Unique B		Act 5 (N) H2H B	Act 5 (N) Champ B	Act 5 (N) Unique B		Act 5 (H) H2H C	Act 5 (H) Champ B	Act 5 (H) Unique B								0
ms559	559	ms559			Baal Crab to Stairs	ms559		mt2	ma138		42	1													1	1		6	6		60	70	96	mo7	mo7		15	15	15				4	4	4																																							1		1	1						1																																	-50	-40	-33			33	33	33	50			50	50	50	50			50	50	50	50																																																																																																									1			0
ms560	560	ms560	ms561		dummy	ms560		mt4	ma61		0A	1													1	1		8	14		1	1	1	mo2	mo2	11	1	1	1				1	1	1																														1	1	1				1					1			1	1			1																														100	100	100	-50	-50	-50						70						70						70	10							5																																																																																																				0
ms561	561	ms560		1	dummy	ms561		mt4	ma61		0A	1													1	1		8	14		1	1	1	mo2	mo2	11	1	1	1				1	1	1																														1	1	1				1					1			1	1			1																														100	100	100	-50	-50	-50						70						70						70	10							5																																																																																																				0
ms562	562	ms562	ms563		Baal Tentacle	ms562		mt2	ma139		44	1													2	2					34	67	87	mo10	mo10	10	15	15	15				70	70	70	24	24	24	10	10	10																									1	1							1					1																																		100	100	100	-50	-40	-33													25		25		110		2				44	44	44	5	65	106	84		28	87	125							50	80	65		80	120	125							50	80	65		80	120	125																																																																			0
ms563	563	ms562	ms564	1	Baal Tentacle	ms563		mt2	ma139		44	1													2	2					35	67	87	mo10	mo10	10	15	15	15				80	80	80	22	22	22	10	10	10																									1	1							1					1																																		100	100	100	-50	-40	-33													25		25		115		2				46	46	46	5	64	106	84		32	91	126							50	80	65		80	120	125							50	80	65		80	120	125																																																																			0
ms564	564	ms562	ms565	2	Baal Tentacle	ms564		mt2	ma139		44	1													2	2					36	67	87	mo10	mo10	10	15	15	15				90	90	90	20	20	20	10	10	10																									1	1							1					1																																		100	100	100	-50	-40	-33													25		25		120		2				47	47	47	5	65	106	84		31	87	125							50	80	65		80	120	125							50	80	65		80	120	125																																																																			0
ms565	565	ms562	ms566	3	Baal Tentacle	ms565		mt2	ma139		44	1													2	2					37	67	87	mo10	mo10	10	15	15	15				90	90	90	18	18	18	10	10	10																									1	1							1					1																																		100	100	100	-50	-40	-33													25		25		125		2				48	48	48	5	65	107	84		31	92	126							50	80	65		80	120	125							50	80	65		80	120	125																																																																			0
ms566	566	ms562		4	Baal Tentacle	ms566		mt2	ma139		44	1													2	2					42	67	87	mo10	mo10	10	15	15	15				90	90	90	16	16	16	10	10	10																									1	1							1					1																																		100	100	100	-50	-40	-33													25		25		130		2				50	50	50	5	64	106	84		31	93	125							50	80	65		80	120	125							50	80	65		80	120	125																																																																			0
ms567	567	ms567			dummy	ms567		mt4	ma1		6z	1													3	3					1	1	1	mo0	mo0		15	15	15																																					1					1												1																																	-50	-50	-50																			2																																																																																																											0
