skill	Id	charclass	skilldesc	srvstfunc	srvdofunc	prgstack	srvprgfunc1	srvprgfunc2	srvprgfunc3	prgcalc1	prgcalc2	prgcalc3	prgdam	srvmissile	decquant	lob	srvmissilea	srvmissileb	srvmissilec	srvoverlay	aurafilter	aurastate	auratargetstate	auralencalc	aurarangecalc	aurastat1	aurastatcalc1	aurastat2	aurastatcalc2	aurastat3	aurastatcalc3	aurastat4	aurastatcalc4	aurastat5	aurastatcalc5	aurastat6	aurastatcalc6	auraevent1	auraeventfunc1	auraevent2	auraeventfunc2	auraevent3	auraeventfunc3	auratgtevent	auratgteventfunc	passivestate	passiveitype	passivestat1	passivecalc1	passivestat2	passivecalc2	passivestat3	passivecalc3	passivestat4	passivecalc4	passivestat5	passivecalc5	passiveevent	passiveeventfunc	summon	pettype	petmax	summode	sumskill1	sumsk1calc	sumskill2	sumsk2calc	sumskill3	sumsk3calc	sumskill4	sumsk4calc	sumskill5	sumsk5calc	sumumod	sumoverlay	stsuccessonly	stsound	stsoundclass	stsounddelay	weaponsnd	dosound	dosound a	dosound b	tgtoverlay	tgtsound	prgoverlay	prgsound	castoverlay	cltoverlaya	cltoverlayb	cltstfunc	cltdofunc	cltprgfunc1	cltprgfunc2	cltprgfunc3	cltmissile	cltmissilea	cltmissileb	cltmissilec	cltmissiled	cltcalc1	*cltcalc1 desc	cltcalc2	*cltcalc2 desc	cltcalc3	*cltcalc3 desc	warp	immediate	enhanceable	attackrank	noammo	range	weapsel	itypea1	itypea2	itypea3	etypea1	etypea2	itypeb1	itypeb2	itypeb3	etypeb1	etypeb2	anim	seqtrans	monanim	seqnum	seqinput	durability	UseAttackRate	LineOfSight	TargetableOnly	SearchEnemyXY	SearchEnemyNear	SearchOpenXY	SelectProc	TargetCorpse	TargetPet	TargetAlly	TargetItem	AttackNoMana	TgtPlaceCheck	ItemEffect	ItemCltEffect	ItemTgtDo	ItemTarget	ItemCheckStart	ItemCltCheckStart	ItemCastSound	ItemCastOverlay	skpoints	reqlevel	maxlvl	reqstr	reqdex	reqint	reqvit	reqskill1	reqskill2	reqskill3	restrict	State1	State2	State3	delay	leftskill	repeat	checkfunc	nocostinstate	usemanaondo	startmana	minmana	manashift	mana	lvlmana	interrupt	InTown	aura	periodic	perdelay	finishing	passive	progressive	general	scroll	calc1	*calc1 desc	calc2	*calc2 desc	calc3	*calc3 desc	calc4	*calc4 desc	Param1	*Param1 Description	Param2	*Param2 Description	Param3	*Param3 Description	Param4	*Param4 Description	Param5	*Param5 Description	Param6	*Param6 Description	Param7	*Param7 Description	Param8	*Param8 Description	InGame	ToHit	LevToHit	ToHitCalc	ResultFlags	HitFlags	HitClass	Kick	HitShift	SrcDam	MinDam	MinLevDam1	MinLevDam2	MinLevDam3	MinLevDam4	MinLevDam5	MaxDam	MaxLevDam1	MaxLevDam2	MaxLevDam3	MaxLevDam4	MaxLevDam5	DmgSymPerCalc	EType	EMin	EMinLev1	EMinLev2	EMinLev3	EMinLev4	EMinLev5	EMax	EMaxLev1	EMaxLev2	EMaxLev3	EMaxLev4	EMaxLev5	EDmgSymPerCalc	ELen	ELevLen1	ELevLen2	ELevLen3	ELenSymPerCalc	aitype	aibonus	cost mult	cost add
sk158	158																																																																												so0	so0			so0	so0	so0		so0		so0																						1			none												SQ	SQ	xx								1	1		1												so0			1																								1																																		1								8																																					
sk159	159			43	84																																																																								so1669	so0			so0	so0	so0		so0		so0					46																	1			none												SQ	SQ	xx																							so0			1																								1									1	(lvl<5)?lvl:min(12,5+(lvl-5)/3)	# to spawn																							1								8																																					
sk160	160				85												ml22																																																												so0	so0			so0	so0	so0		so0		so0									ml22													1			none												SQ	SQ	xx																							so0			1																								1																																		1								8																																					
sk161	161			44																																																																									so1635	so0			so0	so0	so0		so0		so0				32						ml322	ml76											1			none												SQ	SQ	xx																							so0			1																								1																																		1								8																																					
sk162	162			45	86																																																																								so1634	so0			so0	so0	so0		so0		so0				33	47																	1			none												SQ	SQ	xx																							so0			1																								1										10	heal%																							1								8																																					
sk163	163				87																																																																								so0	so0			so0	so0	so0		so0		so0																						1			none												SQ	SQ	xx																							so0			1																								1																																		1								8																																					
sk164	164			46	88												ml32																																																												so0	so0			so0	so0	so0		so0		so0				34	48					ml32												1			none												SQ	SQ	xx																							so0			1																								1																																		1								8																																					
sk165	165			47	89																																																																								so0	so0			so0	so0	so0		so0		so0																						1			none												SQ	SQ	xx																							so0			1																								1										10	damage%																							1	15	5						8																																					
sk166	166			48	90																																																																								so0	so0			so0	so0	so0		so0		so0				35	49																	1			none												SQ	SQ	xx																							so0			1																								1										11	do frame	19	stop frame																					1								8																																					
sk167	167			49	91																																																																								so0	so0			so0	so0	so0		so0		so0				36	50																	1			none												SQ	SQ	xx																							so0			1																								1																																		1								8																																					
sk168	168			50	92												ml135																																																												so0	so0			so0	so0	so0		so0		so0																						1			none												SQ	SQ	xx							1																so0			1																								1																																		1								8																																					
sk169	169													ml129																																																															so0	so0			so0	so0	so0		so0		so0									ml129													1			none												SQ	SQ	SC																							so0			1																								1																																		1								8																																					
sk170	170				24												ml130	ml131																																																											so0	so0			so0	so0	so0		so0		so0					26					ml130												1			none												SQ	SQ	SC																							so0			1																								1																																		1																																													
sk171	171		sd56		28												ml133								ln12																																																				so0	so0			so2437	so0	so0		so0		so0	ol30				28					ml133												1			none												SQ	SQ	SC																							so0			1																								1										ln12								5	radius of explosion	1	radius/level	30	Frames of fire	15	Frames of fire per level									1								8															fire	5	5	5	5	5	5	10	5	5	5	5	5										
sk172	172				93												ml24																																																												so0	so0			so0	so0	so0		so0		so0					51					ml24												1			none												SQ	SQ	xx	18																						so0			1																								1																																		1								8																																					
sk173	173				23																	st22	st24	300		is67	-100																																																		so0	so0			so0	so0	so0		so0		so0																						1			none												SQ	SQ	A2																							so0			1																								1																20	frames to apply aura to target	30	Slow Duration/Level	75	Duration/Level													1								8																																					
sk174	174																																																																												so0	so0			so0	so0	so0		so0		so0																						1			none												SQ	SQ	SC																							so0			1																								1																																		1								8																																					
sk175	175																																																																												so0	so0			so0	so0	so0		so0		so0																						1			none												SQ	SQ	SC							1	1	1		1												so0			1																								1																																		1								8																																					
sk176	176			51	94																																																																								so0	so0			so0	so0	so0		so0		so0				37	52																	1			none												SQ	SQ	xx																							so0			1																								1																																		1								8																																					
sk177	177				111																				ln12																																																				so2465	so0			so0	so0	so0		so0		so0					53					ml142				3	density							1			none												SQ	SQ	SC																							so0			1																								1																		10	Base stat mod	50	Duration/Level	5	Stat Mod/Level	10	Base Range ( + 2/Lvl )									1								8																																					
sk178	178			53	95												ml144																																																												so0	so0			so0	so0	so0		so0		so0					54					ml144	ml145											1			none												SQ	SQ	A1																							so0			1																								1												par1	length of fire	3	density			15	frame length															1								8																																					
sk179	179				96															ol27																																																									so0	so0			so0	so0	so0	ol27	so0		so0	ol26																					1			none												SQ	SQ	S1																							so0			1																								1										15+5*lvl	min heal%	50	max heal %					15	?	30	?	5	?		?									1								8																																					
sk180	180			52																																																																									so0	so0			so0	so0	so0		so0		so0				38																		1			none												SQ	SQ	S1																							so0			1																								1																																		1								8																																					
sk181	181				97																																																																								so938	so0			so0	so0	so0		so0		so0	ol26			39																		1			none												SQ	SQ	xx							1	1	1		1					1							so0			1																								1																																		1								8																																					
sk182	182				96															ol27																																																									so0	so0			so0	so0	so0		so0		so0																						1			none												SQ	SQ	xx							1																so0			1																								1																																		1								8																																					
sk183	183				110																																																																								so0	so0			so0	so0	so0		so0		so0					66																	1			none												SQ	SQ	S1																							so0			1																								1																																		1								8																																					
sk184	184				98																																																																								so2441	so0			so0	so0	so0		so0		so0	ol45																					1			none												SQ	SQ	S1																							so0			1																								1																																		1								8																																					
sk185	185													ml170																																																															so1295	so0			so0	so0	so0		so0		so0									ml170													1			none												SQ	SQ	A2																							so0			1																								1																																		1								8																																					
sk186	186				17												ml215																																																												so1294	so0			so0	so0	so0		so0		so0					23					ml56												1			none												SQ	SQ	A1																							so0			1																								1										lvl+2	#bolts																							1								8																																					
sk187	187				23												ml67					st13		dm12																																																					so422	so0			so0	so0	so0		so0		so0									ml67													1			none												SQ	SQ	A1																							so0			1																								1																			?	60	duration/level		?		?									1								8																																					
sk188	188				24												ml130	ml131																																																											so422	so0			so0	so0	so0		so0		so0					26					ml130												1			none												SQ	SQ	A1																							so0			1																								1																			?		?		?		?									1								8																																					
sk189	189													ml271										ln12	ln34																																																				so420	so0			so0	so0	so0		so0		so0									ml271													1			none												SQ	SQ	A1																							so0			1																								1																		4	radius		radius per level	25	freeze frames	10	freeze frames per level									1								8																																					
sk190	190				22												ml119																																																												so420	so0			so0	so0	so0		so0		so0					25					ml119												1			none												SQ	SQ	A1																							so0			1																								1																			?		?		?		?									1								8																																					
sk191	191				8												ml171																																																												so1296	so0			so0	so0	so0		so0		so0					17					ml171												1			none												SQ	SQ	A1																							so0			1																								1										3	#missiles	1	activate frame						?		?		?		?									1								8																																					
sk192	192				99												ml220																																																												so0	so0			so0	so0	so0		so0		so0					55					ml220												1			none												SQ	SQ	A1																							so0			1																								1										lvl-1	#subloops	2	skip						?		?		?		?									1								8																																					
sk193	193			53	152												ml172																																																												so763	so0			so0	so0	so0		so0		so0				40	56					ml172				0	interval							1			none												SQ	SQ	SC																							so0			1																								1	1											par1	length of fire	2	density			40	frame length		?		?		?									1								8																																					
sk194	194				100																																																																								so759	so0			so0	so0	so0		so0		so0																						1			none												SQ	SQ	S2																							so0			1																								1	1																		?	200	Frames		?		?									1								8															mag	15	9	9	9	9	9	25	12	12	12	12	12		100	50	50	50					
sk195	195				22												ml176																																																												so760	so0			so0	so0	so0		so0		so0					25					ml176												1			none												SQ	SQ	S1																							so0			1																								1	1																		?		?		?		?									1								8																																					
sk196	196				101												ml177						st84	ln12		is26	-par3*lvl																																																		so953	so0			so0	so0	so0		so0		so0					57					ml177												1			none												SQ	SQ	S1																							so0			1																								1										lvl-1	#subloops							30	base frames	10	frames per level	24	unshifted damage per frame		?									1								8																																					
